OmicsProcessing	OmicsProcessing_gold_sequencing_project_identifierss	OmicsProcessing_has_input_rdf_types	OmicsProcessing_has_inputs	OmicsProcessing_has_output_rdf_types	OmicsProcessing_has_outputs	OmicsProcessing_instrument_name	OmicsProcessing_ncbi_project_name	OmicsProcessing_omics_type_rdf_types	OmicsProcessing_omics_type_terms	OmicsProcessing_omics_type_has_raw_values	OmicsProcessing_part_of_rdf_types	OmicsProcessing_part_ofs	OmicsProcessing_processing_institution	OmicsProcessing_type	OmicsProcessing_name
nmdc:omprc-11-2v8yrq98		nmdc:ProcessedSample	nmdc:procsm-11-kt4e2s44	nmdc:DataObject	nmdc:dobj-11-cceq1671|nmdc:dobj-11-zz58xw03	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_003-O-20180723-COMP-DNA1
nmdc:omprc-11-2v8zvn42		nmdc:ProcessedSample	nmdc:procsm-11-bp7y8g96	nmdc:DataObject	nmdc:dobj-11-md3c1q74|nmdc:dobj-11-xy30f103	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_038-M-20190717-COMP-DNA1
nmdc:omprc-11-2vtryv96		nmdc:ProcessedSample	nmdc:procsm-11-5qt6cc25	nmdc:DataObject	nmdc:dobj-11-4ks5hr71|nmdc:dobj-11-jsam1q92	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_031-M-20180813-COMP-DNA1
nmdc:omprc-11-2wj7dv55		nmdc:ProcessedSample	nmdc:procsm-11-bh6x3g95	nmdc:DataObject	nmdc:dobj-11-f4y71603|nmdc:dobj-11-z4qajd07	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JORN_002-M-20170808-COMP-DNA1
nmdc:omprc-11-2wjed166		nmdc:ProcessedSample	nmdc:procsm-11-ysnpnx48	nmdc:DataObject	nmdc:dobj-11-cpbmgn88|nmdc:dobj-11-nn0km086	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_043-M-20200805-COMP-DNA1
nmdc:omprc-11-2ysdn969		nmdc:ProcessedSample	nmdc:procsm-11-rqymkz74	nmdc:DataObject	nmdc:dobj-11-de5prp80|nmdc:dobj-11-fckt1s10	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_029-O-20160727-COMP-DNA1
nmdc:omprc-11-2zv5q029		nmdc:ProcessedSample	nmdc:procsm-11-vt2zsm81	nmdc:DataObject	nmdc:dobj-11-4pz7y587|nmdc:dobj-11-m2kfdf07	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SERC_044-M-20170711-COMP-DNA1
nmdc:omprc-11-309cde84		nmdc:ProcessedSample	nmdc:procsm-11-1yqeqz20	nmdc:DataObject	nmdc:dobj-11-9vbgeh56|nmdc:dobj-11-yvmqk172	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - PUUM_015-O-20210106-COMP-DNA1
nmdc:omprc-11-30rtyk83		nmdc:ProcessedSample	nmdc:procsm-11-fjxaq124	nmdc:DataObject	nmdc:dobj-11-d618mt29|nmdc:dobj-11-mtc6kz31	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STER_034-M-20160817-COMP-DNA1
nmdc:omprc-11-324vgb76		nmdc:ProcessedSample	nmdc:procsm-11-xya8jr86	nmdc:DataObject	nmdc:dobj-11-mmf9n492|nmdc:dobj-11-v12an982	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JERC_001-M-20190729-COMP-DNA1
nmdc:omprc-11-33zwn616		nmdc:ProcessedSample	nmdc:procsm-11-3fzd9z09	nmdc:DataObject	nmdc:dobj-11-25a7s130|nmdc:dobj-11-9pney010	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_043-M-20160720-COMP-DNA1
nmdc:omprc-11-34ak0b92		nmdc:ProcessedSample	nmdc:procsm-11-wvt46s79	nmdc:DataObject	nmdc:dobj-11-dkc1g239|nmdc:dobj-11-t4xejn17	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STEI_053-M-20160721-COMP-DNA1
nmdc:omprc-11-34e7sc43		nmdc:ProcessedSample	nmdc:procsm-11-xyyp6g74	nmdc:DataObject	nmdc:dobj-11-0nr48k28|nmdc:dobj-11-w62ts056	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_043-M-20160815-COMP-DNA1
nmdc:omprc-11-34n65987		nmdc:ProcessedSample	nmdc:procsm-11-myrtp858	nmdc:DataObject	nmdc:dobj-11-vec1rn67|nmdc:dobj-11-vxmxya97	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_042-M-20190716-COMP-DNA1
nmdc:omprc-11-35sxk092		nmdc:ProcessedSample	nmdc:procsm-11-pqvcny37	nmdc:DataObject	nmdc:dobj-11-gtqr0184|nmdc:dobj-11-s4r58q19	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_008-M-20190730-COMP-DNA1
nmdc:omprc-11-35whbg08		nmdc:ProcessedSample	nmdc:procsm-11-nbveg881	nmdc:DataObject	nmdc:dobj-11-c2wszx62|nmdc:dobj-11-ksgdkc55	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SJER_002-M-20180222-COMP-DNA1
nmdc:omprc-11-36tepr64		nmdc:ProcessedSample	nmdc:procsm-11-vzsv1462	nmdc:DataObject	nmdc:dobj-11-26mmyt25|nmdc:dobj-11-gfbvcf88	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_027-M-20160825-COMP-DNA1
nmdc:omprc-11-3a4pe482		nmdc:ProcessedSample	nmdc:procsm-11-pzdyw489	nmdc:DataObject	nmdc:dobj-11-7kh0bd09|nmdc:dobj-11-9gayvh79	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_001-O-20190702-COMP-DNA1
nmdc:omprc-11-3aadbd88		nmdc:ProcessedSample	nmdc:procsm-11-na5vkf85	nmdc:DataObject	nmdc:dobj-11-4f559485|nmdc:dobj-11-89jegx72	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_031-M-20160825-COMP-DNA1
nmdc:omprc-11-3ccpc003		nmdc:ProcessedSample	nmdc:procsm-11-hhgpe215	nmdc:DataObject	nmdc:dobj-11-kjkavd58|nmdc:dobj-11-nb98nx23	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_003-M-20140716-COMP-DNA1
nmdc:omprc-11-3crbff63		nmdc:ProcessedSample	nmdc:procsm-11-k0e86648	nmdc:DataObject	nmdc:dobj-11-bzp8nd62|nmdc:dobj-11-kvgz5d93	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_041-M-20190619-COMP-DNA1
nmdc:omprc-11-3dmm2634		nmdc:ProcessedSample	nmdc:procsm-11-79kjcc04	nmdc:DataObject	nmdc:dobj-11-0bxvkp52|nmdc:dobj-11-0cky7m69	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_001-M-20190619-COMP-DNA1
nmdc:omprc-11-3eaadn92		nmdc:ProcessedSample	nmdc:procsm-11-bmxrr707	nmdc:DataObject	nmdc:dobj-11-4qqjzr30|nmdc:dobj-11-85811618	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_049-M-20170719-COMP-DNA1
nmdc:omprc-11-3ekwg638		nmdc:ProcessedSample	nmdc:procsm-11-g7h6vy48	nmdc:DataObject	nmdc:dobj-11-2mzkj013|nmdc:dobj-11-y917m996	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_004-M-20200601-COMP-DNA1
nmdc:omprc-11-3jcvkr87		nmdc:ProcessedSample	nmdc:procsm-11-rzc1fz92	nmdc:DataObject	nmdc:dobj-11-e1j6n088|nmdc:dobj-11-hwme4h13	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_010-M-20200806-COMP-DNA1
nmdc:omprc-11-3k3kkm18		nmdc:ProcessedSample	nmdc:procsm-11-zcn1bv97	nmdc:DataObject	nmdc:dobj-11-tjxwxy03|nmdc:dobj-11-vhj6rt94	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_001-O-20170802-COMP-DNA1
nmdc:omprc-11-3kfpy639		nmdc:ProcessedSample	nmdc:procsm-11-z8dxex48	nmdc:DataObject	nmdc:dobj-11-5h17y712|nmdc:dobj-11-wnxkvn86	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_043-M-20170802-COMP-DNA1
nmdc:omprc-11-3m8hjd32		nmdc:ProcessedSample	nmdc:procsm-11-7rjscp68	nmdc:DataObject	nmdc:dobj-11-93w12383|nmdc:dobj-11-dp59dr85	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_054-M-20180618-COMP-DNA1
nmdc:omprc-11-3n2dzz06		nmdc:ProcessedSample	nmdc:procsm-11-gf256h50	nmdc:DataObject	nmdc:dobj-11-79mhr074|nmdc:dobj-11-ta7man69	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TOOL_041-O-20180806-COMP-DNA1
nmdc:omprc-11-3n68j336		nmdc:ProcessedSample	nmdc:procsm-11-rgea5e23	nmdc:DataObject	nmdc:dobj-11-hw2k9130|nmdc:dobj-11-vzbdak83	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_006-M-20160725-COMP-DNA1
nmdc:omprc-11-3ng5qa76		nmdc:ProcessedSample	nmdc:procsm-11-vyycfp24	nmdc:DataObject	nmdc:dobj-11-5xzh2a50|nmdc:dobj-11-wbcwga46	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_038-O-20170801-COMP-DNA1
nmdc:omprc-11-3q8chk90		nmdc:ProcessedSample	nmdc:procsm-11-jk1j0m46	nmdc:DataObject	nmdc:dobj-11-hjw6gs66|nmdc:dobj-11-zarxq702	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_007-O-20180625-COMP-DNA1
nmdc:omprc-11-3sqt4g47		nmdc:ProcessedSample	nmdc:procsm-11-8hsbs597	nmdc:DataObject	nmdc:dobj-11-jfv87k48|nmdc:dobj-11-w9pekt32	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_070-M-20180628-COMP-DNA1
nmdc:omprc-11-3ta4ja13		nmdc:ProcessedSample	nmdc:procsm-11-ybkdr382	nmdc:DataObject	nmdc:dobj-11-40qb5p06|nmdc:dobj-11-ae8xtj74	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONA_002-M-20170808-COMP-DNA1
nmdc:omprc-11-3vetfj15		nmdc:ProcessedSample	nmdc:procsm-11-v1zpx321	nmdc:DataObject	nmdc:dobj-11-5hpf5g89|nmdc:dobj-11-zfgr0y04	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_006-M-20200603-COMP-DNA1
nmdc:omprc-11-3vxw4y66		nmdc:ProcessedSample	nmdc:procsm-11-0ck5dw27	nmdc:DataObject	nmdc:dobj-11-3k5gdz88|nmdc:dobj-11-a4dmdb50	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SJER_046-M-20210310-COMP-DNA1
nmdc:omprc-11-3vywm129		nmdc:ProcessedSample	nmdc:procsm-11-bbmdxa06	nmdc:DataObject	nmdc:dobj-11-c59t4917|nmdc:dobj-11-g8sxeh60	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_047-M-20180717-COMP-DNA1
nmdc:omprc-11-3wdnc804		nmdc:ProcessedSample	nmdc:procsm-11-8pmtzz48	nmdc:DataObject	nmdc:dobj-11-0m26f829|nmdc:dobj-11-qhpg7376	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_001-M-20180723-COMP-DNA1
nmdc:omprc-11-3yyba103		nmdc:ProcessedSample	nmdc:procsm-11-td7c8m51	nmdc:DataObject	nmdc:dobj-11-5d26gs38|nmdc:dobj-11-mq28ts22	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_007-M-20200708-COMP-DNA1
nmdc:omprc-11-405j5z07		nmdc:ProcessedSample	nmdc:procsm-11-5bh7dq46	nmdc:DataObject	nmdc:dobj-11-ka98mb82|nmdc:dobj-11-vnbw2d74	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TREE_014-M-20200708-COMP-DNA1
nmdc:omprc-11-42669v45		nmdc:ProcessedSample	nmdc:procsm-11-k6w4g305	nmdc:DataObject	nmdc:dobj-11-6x7b7349|nmdc:dobj-11-assafg84	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TOOL_004-O-20180808-COMP-DNA1
nmdc:omprc-11-43rss152		nmdc:ProcessedSample	nmdc:procsm-11-f8y8qe58	nmdc:DataObject	nmdc:dobj-11-7kee1m70|nmdc:dobj-11-cd9cy060	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_013-M-20160728-COMP-DNA1
nmdc:omprc-11-447zb461		nmdc:ProcessedSample	nmdc:procsm-11-tbk8qt22	nmdc:DataObject	nmdc:dobj-11-68y83v42|nmdc:dobj-11-bda35668	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SERC_005-M-20170711-COMP-DNA1
nmdc:omprc-11-44e1nc47		nmdc:ProcessedSample	nmdc:procsm-11-1e7afb47	nmdc:DataObject	nmdc:dobj-11-2a3eqg30|nmdc:dobj-11-q4c39238	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_001-M-20170619-COMP-DNA1
nmdc:omprc-11-44x0fs04		nmdc:ProcessedSample	nmdc:procsm-11-262fe216	nmdc:DataObject	nmdc:dobj-11-1jxxms85|nmdc:dobj-11-pvvgq864	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_002-M-20160825-COMP-DNA1
nmdc:omprc-11-44xa9684		nmdc:ProcessedSample	nmdc:procsm-11-w8gpt261	nmdc:DataObject	nmdc:dobj-11-p6nsts67|nmdc:dobj-11-x5069s17	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_002-M-20190701-COMP-DNA1
nmdc:omprc-11-47hbn026		nmdc:ProcessedSample	nmdc:procsm-11-d5cbn719	nmdc:DataObject	nmdc:dobj-11-9x7grj05|nmdc:dobj-11-erjtpn58	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - DCFS_062-M-20190724-COMP-DNA1
nmdc:omprc-11-47y2j825		nmdc:ProcessedSample	nmdc:procsm-11-q1zbt912	nmdc:DataObject	nmdc:dobj-11-1xsbxv68|nmdc:dobj-11-81sjgd91	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_005-O-20160824-COMP-DNA1
nmdc:omprc-11-4at9hd60		nmdc:ProcessedSample	nmdc:procsm-11-pmh5vm42	nmdc:DataObject	nmdc:dobj-11-tyyphq46|nmdc:dobj-11-ypvfkg45	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_027-O-20160727-COMP-DNA1
nmdc:omprc-11-4cwc7839		nmdc:ProcessedSample	nmdc:procsm-11-zx3wfn93	nmdc:DataObject	nmdc:dobj-11-0bft9z03|nmdc:dobj-11-5t5q2t08	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TOOL_001-O-20190807-COMP-DNA1
nmdc:omprc-11-4dkmgp49		nmdc:ProcessedSample	nmdc:procsm-11-6k198y52	nmdc:DataObject	nmdc:dobj-11-1pz7f457|nmdc:dobj-11-tzjqrd31	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_044-M-20170711-COMP-DNA1
nmdc:omprc-11-4f82eh20		nmdc:ProcessedSample	nmdc:procsm-11-e8t4g519	nmdc:DataObject	nmdc:dobj-11-acg80z96|nmdc:dobj-11-tf11c955	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - YELL_048-M-20180712-COMP-DNA1
nmdc:omprc-11-4fgrpc15		nmdc:ProcessedSample	nmdc:procsm-11-tj5z7j78	nmdc:DataObject	nmdc:dobj-11-60cv3485|nmdc:dobj-11-xjnpx651	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_002-O-20180724-COMP-DNA1
nmdc:omprc-11-4j2tja47		nmdc:ProcessedSample	nmdc:procsm-11-ge5rbp52	nmdc:DataObject	nmdc:dobj-11-h5hsbv12|nmdc:dobj-11-phzk5q08	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_006-M-20160822-COMP-DNA1
nmdc:omprc-11-4k0y0v77		nmdc:ProcessedSample	nmdc:procsm-11-djymss25	nmdc:DataObject	nmdc:dobj-11-a36t7n40|nmdc:dobj-11-xc0q7z27	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STER_004-M-20130627-COMP-DNA1
nmdc:omprc-11-4mjdc774		nmdc:ProcessedSample	nmdc:procsm-11-8fm4dj73	nmdc:DataObject	nmdc:dobj-11-a7yxw377|nmdc:dobj-11-ct899528	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_005-M-20190806-COMP-DNA1
nmdc:omprc-11-4n1cd874		nmdc:ProcessedSample	nmdc:procsm-11-ccvwww21	nmdc:DataObject	nmdc:dobj-11-ac2fkp95|nmdc:dobj-11-wejc6j61	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JERC_001-M-20140910-COMP-DNA1
nmdc:omprc-11-4pjzvb35		nmdc:ProcessedSample	nmdc:procsm-11-k9htz473	nmdc:DataObject	nmdc:dobj-11-8ecwcj38|nmdc:dobj-11-stgwcv16	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - YELL_052-O-20190820-COMP-DNA1
nmdc:omprc-11-4q7xry75		nmdc:ProcessedSample	nmdc:procsm-11-h57x7744	nmdc:DataObject	nmdc:dobj-11-cxhywf54|nmdc:dobj-11-h7htfv12	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - DSNY_009-M-20131114-COMP-DNA1
nmdc:omprc-11-4rgfhn18		nmdc:ProcessedSample	nmdc:procsm-11-k82dd314	nmdc:DataObject	nmdc:dobj-11-exts9q58|nmdc:dobj-11-qm6psc20	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_022-M-20140917-COMP-DNA1
nmdc:omprc-11-4tekbg11		nmdc:ProcessedSample	nmdc:procsm-11-dectjf19	nmdc:DataObject	nmdc:dobj-11-7j1p8873|nmdc:dobj-11-9snj4n92	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_043-O-20170621-COMP-DNA1
nmdc:omprc-11-4tsx7193		nmdc:ProcessedSample	nmdc:procsm-11-bjp0p759	nmdc:DataObject	nmdc:dobj-11-ncdp1057|nmdc:dobj-11-vbnv9905	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JERC_001-M-20170725-COMP-DNA1
nmdc:omprc-11-4vfnsn13		nmdc:ProcessedSample	nmdc:procsm-11-88nmss77	nmdc:DataObject	nmdc:dobj-11-11rq2374|nmdc:dobj-11-gn775423	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_001-O-20200719-COMP-DNA1
nmdc:omprc-11-4vjjcg81		nmdc:ProcessedSample	nmdc:procsm-11-s8t6s173	nmdc:DataObject	nmdc:dobj-11-pdx2fy96|nmdc:dobj-11-va5mp042	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_004-M-20200712-COMP-DNA1
